user_id,course_index,course_name,match_type,rating
205,666,Antisemitism: From Its Origins to the Present,low,3.07
205,743,"The American South: Its Stories, Music, and Art",random,3.05
205,2844,Soul Beliefs: Causes and Consequences - Unit 1: Historical Foundations,random,3.6
205,3167,Create Technical Stock Charts Using R and Quantmod,random,3.34
206,2436,University Admission Prediction Using Multiple Linear Regression,high,3.96
206,302,Serve Scikit-Learn Models for Deployment with BentoML,high,4.04
206,2350,Linear Regression in R for Public Health,high,4.71
206,2237,Predictive Analytics for Business with H2O in R,high,4.17
206,2804,"Dense Gases, Liquids and Solids",low,2.06
206,2952,Introduction to FPGA Design for Embedded Systems,random,2.33
207,1566,Advanced Manufacturing Enterprise,high,4.47
207,1933,Managing the Company of the Future,high,5.0
207,674,Achieving Your Optimal Performance,high,3.87
207,3352,Blockchain 360: A State of the Art for Professionals,high,4.31
207,565,Coaching Practices,high,4.86
207,2197,Politics and Economics of International Energy,low,2.25
207,981,Image Processing with Python,random,3.32
208,1973,Powerful Tools for Teaching and Learning: Web 2.0 Tools,high,3.88
208,727,Teach English Now! Foundational Principles,high,4.47
208,1386,Assessment and Teaching of 21st Century Skills,high,4.23
208,2674,What future for education?,high,4.69
208,1872,Instructional Design Foundations and Applications,high,4.77
208,1886,Advanced Instructional Strategies in the Virtual Classroom,high,5.0
208,3193,Create a Google Ads Display Campaign,low,2.65
208,1155,Technical Support Fundamentals,random,3.23
209,2059,Write Like Mozart: An Introduction to Classical Music Composition,low,2.42
209,2161,Major Depression in the Population: A Public Health Approach,random,2.75
209,1714,Promote the Ethical Use of Data-Driven Technologies,random,3.24
209,663,Fundamentals of Immunology: Innate Immunity and B-Cell Function,random,2.79
209,3346,Visual Analytics with Tableau,random,3.12
209,817,Customer Segmentation and Prospecting,random,3.92
209,3282,New Models of Business in Society,random,2.3
209,2477,Fundamentals of Rehearsing Music Ensembles,random,3.8
209,566,"Java Inheritance, Composition and Aggregation",random,3.92
209,1024,"Cybersecurity Roles, Processes & Operating System Security",random,2.92
210,2171,Fundamentals of Organization,high,3.45
210,1520,Introduction to Blockchain: Using and Securing Cryptocurrencies,low,1.94
210,2273,Cities are back in town : sociolog�a urbana para un mundo globalizado,random,3.91
210,420,Gathering and Developing the News,random,2.98
211,510,Healthcare Organizations and the Health System,low,1.7
211,1168,Managing Data Analysis,random,2.65
211,343,Corporate Finance I: Measuring and Promoting Value Creation,random,3.59
211,3126,Market Research and Consumer Behavior,random,3.38
211,657,Current Gen 3D Game Prop Production,random,2.83
211,1118,Anomaly Detection in Time Series Data with Keras,random,2.74
211,1841,Foundations of mining non-structured medical data,random,2.73
211,2103,End-to-End Machine Learning with TensorFlow on GCP,random,2.35
211,604,Climate Adaptation for Human Health,random,4.13
211,3404,Patrick Henry: Forgotten Founder,random,2.77
211,1792,Internet of Things: Sensing and Actuation From Devices,random,3.85
211,375,Introduction to Machine Learning,random,4.06
212,2246,Lesson | Get Ready for the Interview,high,4.7
212,1843,Natural Language Processing,high,4.13
212,117,Managing Big Data with MySQL,high,4.46
212,2016,Getting Started with AI using IBM Watson,high,4.29
212,2934,Designing data-intensive applications,high,3.94
212,1627,Infection Prevention in Nursing Homes,low,2.49
212,2060,Experimental Methods in Systems Biology,random,2.17
213,965,Customer-Centric IT Strategy,low,3.01
213,1582,AI for Medical Prognosis,random,2.67
213,334,Social Media Advertising,random,3.14
213,1536,SQL for Data Science,random,3.2
213,919,Enterprise System Management and Security,random,2.82
213,115,Information & Digital Literacy for University Success,random,3.41
213,1306,The Art & Science of Product Management,random,2.67
213,405,Preparing for the Google Cloud Professional Cloud Architect Exam,random,3.61
213,2928,Implementing Hangman Game Using Basics of Python 3,random,2.06
214,1055,IT Infrastructure and Emerging Trends,high,4.35
214,2974,Usable Security,high,5.0
214,495,Cybersecurity and Mobility,high,3.9
214,2330,AWS Fundamentals: Going Cloud-Native,high,4.03
214,1232,Introduction to Cloud Computing,high,4.51
214,1233,"Understanding, Using, and Securing Crypto and Digital Assets",high,4.37
214,3114,Create a Project Charter with Google Docs,low,2.51
214,2894,Project Management Project,random,3.34
214,1925,Python and Machine Learning for Asset Management,random,3.44
215,2026,Design Principles: an Introduction,high,4.74
215,1198,UX Design Fundamentals,high,4.46
215,2442,Introduction to UI Design,high,4.2
215,3213,Web Design: Wireframes to Prototypes,high,4.57
215,1483,General Chemistry: Concept Development and Application,high,5.0
215,1761,Fundamentals of waves and vibrations,high,4.25
215,1555,Introduction to User Experience Design,high,3.91
215,2252,3-Axis Machining with Autodesk Fusion 360,low,2.96
215,2985,Plant Bioinformatics Capstone,random,2.92
215,2500,Security Best Practices in Google Cloud,random,1.48
215,2166,Portfolio and Risk Management,random,3.59
216,127,Security and Privacy for Big Data - Part 1,high,4.09
216,3180,Being a researcher (in Information Science and Technology),low,2.25
216,1181,Cultural Competence - Aboriginal Sydney,random,3.23
216,974,Building Deep Learning Models with TensorFlow,random,3.13
216,1234,Introduction to Enterprise Computing,random,3.5
216,500,Supply Chain Management: A Learning Perspective,random,2.7
216,196,Introduction to the Arctic: Climate,random,3.36
216,977,Mergers and Acquisitions � The Relentless Pursuit of Synergy,random,2.82
216,1720,Security and Privacy in TOR Network,random,3.52
216,2618,FPGA Softcore Processors and IP Acquisition,random,3.43
217,2539,Interpersonal Communication for Engineering Leaders,high,3.93
217,454,Solving Complex Problems Capstone,low,2.95
217,2048,Customer Journey Prototyping in XD,random,2.62
217,2445,Customising your models with TensorFlow 2,random,3.57
217,2196,ICT in Primary Education: Transforming children's learning across the curriculum,random,3.26
217,67,Smart Contracts,random,4.29
217,2590,Open Source Software Development Methods,random,2.84
217,2111,Country Level Economics: Macroeconomic Variables and Markets,random,2.76
217,2356,Unleashing the Impact of your Social Enterprise,random,2.99
217,991,Inventory Analytics,random,2.79
217,2945,Building Web Applications in PHP,random,3.56
218,1080,Sentiment Analysis with Deep Learning using BERT,high,3.65
218,1784,Convolutions for Text Classification with Keras,high,3.88
218,19,Recommendation Systems with TensorFlow on GCP,high,3.87
218,2464,Introduction to Applied Machine Learning,high,4.68
218,1468,PrEParing: PrEP for Providers and Patients,low,3.33
218,986,Mastering the Software Engineering Interview,random,2.93
219,180,Data Analytics Foundations for Accountancy I,high,4.23
219,2610,Build a mobile app with Google Sheets on Glide and no coding,high,4.33
219,2145,Copyright for Multimedia,low,3.0
219,1478,Power and Sample Size for Multilevel and Longitudinal Study Designs,random,2.35
219,278,Developing AI Applications on Azure,random,3.17
219,2156,Bridging healthcare and society,random,3.68
219,2230,Brand & Content Marketing,random,3.35
219,2079,Mandarin Chinese 1: Chinese for Beginners,random,3.13
219,3224,Driving business towards the Sustainable Development Goals,random,3.7
219,2080,AI Workflow: Enterprise Model Deployment,random,1.11
220,148,Modern American Poetry,high,4.57
220,864,Teach English Now! Capstone Project 2,high,4.04
220,1927,Introduction to Finance: The Basics,low,1.2
220,179,Forensic Accounting and Fraud Examination,random,3.36
220,2606,Structured Query Language (SQL) using SAS,random,3.96
220,1586,"Act on Climate: Steps to Individual, Community, and Political Action",random,2.9
220,1531,How to Write a Resume (Project-Centered Course),random,3.67
220,1040,Learning How to Learn: Powerful mental tools to help you master tough subjects,random,4.13
220,3064,Astrobiology and the Search for Extraterrestrial Life,random,3.92
220,66,Age of Cathedrals,random,4.15
220,1464,Introduction to GIS Mapping,random,3.52
220,3232,Linear Regression for Business Statistics,random,3.05
221,1743,International Security Management,high,3.66
221,694,Privacy in the Western World,high,4.2
221,531,Cybersecurity and the Internet of Things,high,3.96
221,3170,Value Chain Management Capstone,low,3.6
221,2386,Build Your First Android App (Project-Centered Course),random,2.88
222,416,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,high,4.35
222,181,Complex Retrieval Queries in MySQL Workbench,low,2.63
222,1445,Python for Genomic Data Science,random,3.03
222,2238,Sales Management,random,4.19
222,1388,"Big Data, Genes, and Medicine",random,2.56
222,3334,US Social Services: Where did they come from?,random,3.14
222,2634,"Global Disease Masterclass: Communicable Diseases Epidemiology, Intervention and Prevention",random,2.48
222,719,EMT Foundations,random,2.08
222,3403,"Capstone: Retrieving, Processing, and Visualizing Data with Python",random,2.57
223,2762,Marketing Strategy Capstone Project,high,4.29
223,1251,How to Manage a Remote Team,high,4.13
223,817,Customer Segmentation and Prospecting,high,4.02
223,262,Game-Theoretic Solution Concept with Spread Sheets,high,3.74
223,2523,Business Model Canvas,high,4.27
223,116,Improving Classroom Management with Class Dojo,high,3.7
223,1598,Executive Data Science Capstone,high,4.6
223,1284,Content Strategy for Professionals: Engaging Audiences,high,4.33
223,153,User Experience Responsive Hero in XD for Beginners,high,3.72
223,3314,HTML and CSS: Building a Single-Page Website,low,2.11
223,821,Safety in the Utility Industry,random,2.47
224,2872,Discover Best Practice Farming for a Sustainable 2050,high,4.43
224,1171,"Sustainability of Social-Ecological Systems: the Nexus between Water, Energy and Food",high,4.84
224,2116,Leadership Through Marketing,low,1.17
224,1632,Entrepreneurship I: Laying the Foundation,random,3.08
225,1939,High Stakes Leadership: Leading in Times of Crisis,low,2.2
225,1037,Global Warming I: The Science and Modeling of Climate Change,random,3.47
225,149,"Textual Elements of Design: Fonts, Typography, and Spacing",random,3.15
225,3086,IS/IT Governance,random,2.47
225,2650,Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital,random,2.78
225,782,Extracellular Vesicles in Health and Disease,random,2.44
225,1171,"Sustainability of Social-Ecological Systems: the Nexus between Water, Energy and Food",random,3.75
225,1462,Data Structures and Design Patterns for Game Developers,random,3.01
225,3199,Technology Leadership and Entrepreneurship,random,4.33
225,195,App Design and Development for iOS,random,2.96
225,2686,Linux Server Management and Security,random,2.5
225,1359,Mandarin Chinese 2: Chinese for Beginners,random,1.94
226,63,Japanese for beginners 2,high,3.58
226,2705,"Gender, Family, and Social Change in Contemporary South Korea",high,3.67
226,1790,Advanced System Security Topics,low,2.46
226,1639,International and Cross-Cultural Negotiation,random,3.36
226,3047,Create Training Videos with Powtoon,random,1.89
226,1803,Modeling and Debugging Embedded Systems,random,3.63
226,1584,Medical Applications of Particle Accelerators (NPAP MOOC),random,2.66
226,1389,Classical Cryptosystems and Core Concepts,random,3.1
227,1980,Developing Data Products,high,4.94
227,2964,Managerial Accounting: Tools for Facilitating and Guiding Business Decisions,high,4.66
227,1719,"Introduction to the Nonprofit Sector, Nonprofit Organizations, Nonprofit Leadership and Governance",high,4.19
227,3187,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,high,3.94
227,2143,Developing FPGA-accelerated cloud applications with SDAccel: Practice,low,1.01
227,1092,Sales Training: Building Your Sales Career,random,2.5
228,2679,Astronomy: Exploring Time and Space,high,4.22
228,445,AstroTech: The Science and Technology behind Astronomical Discovery,high,3.91
228,1501,Understanding and Visualizing Data with Python,high,4.25
228,2254,System Validation (3): Requirements by modal formulas,low,2.35
228,1204,Building Candlestick Charts with Tableau,random,2.84
229,443,Business English: Capstone Project,high,4.04
229,403,Machine Learning: Clustering & Retrieval,high,4.37
229,1897,Machine Learning for Business Professionals,high,4.48
229,2759,Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course),high,3.86
229,1782,Regression Analysis with Yellowbrick,high,4.86
229,2990,Problem-Solving Skills for University Success,high,4.26
229,2250,The entrepreneur's guide for beginners,high,4.31
229,2488,Design Thinking and Predictive Analytics for Data Products,low,2.72
229,2946,Forecasting Skills: See the Future Before it Happens,random,3.16
230,682,Copyright for Educators & Librarians,low,2.87
230,2826,IBM Customer Engagement Specialist Professional Certificate,random,3.2
230,1819,Advanced Business Strategy,random,2.57
230,1440,Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course),random,3.25
230,1832,Collect and Share Employee Feedback with Officevibe,random,2.2
230,173,Using Python to Interact with the Operating System,random,3.08
230,2978,Introduction to the Biology of Cancer,random,2.98
230,1445,Python for Genomic Data Science,random,2.85
230,2519,Financial Engineering and Risk Management Part II,random,2.91
230,1782,Regression Analysis with Yellowbrick,random,1.68
231,2572,"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",high,4.08
231,3081,Six Sigma Tools for Define and Measure,high,4.34
231,213,"Understanding China, 1700-2000: A Data Analytic Approach, Part 1",high,4.36
231,254,Introduction to Accounting Data Analytics and Visualization,high,3.89
231,2617,Clustering Geolocation Data Intelligently in Python,high,4.81
231,3381,Applied Data Science Capstone,high,3.95
231,1675,Image Super Resolution Using Autoencoders in Keras,low,2.88
231,1490,Core Interaction Programming,random,3.3
232,1487,Spatial Data Science and Applications,high,4.04
232,193,Data Science in Stratified Healthcare and Precision Medicine,high,5.0
232,1240,Create Fault Tolerant MongoDB Cluster,high,3.82
232,2885,Understanding Terrorism and the Terrorist Threat,high,4.67
232,600,Structuring Machine Learning Projects,high,4.7
232,1192,Competitive Strategy,high,4.03
232,3139,Fashion as Design,high,4.86
232,1113,Business Strategy in Practice (Project-centered Course),high,4.2
232,2338,Machine Learning With Big Data,high,4.42
232,2118,Excel Skills for Business: Intermediate I,high,4.4
232,1511,Influencing People,low,2.22
232,1489,Data Analysis Tools,random,3.57
233,3104,Marketing analytics: Know your customers,high,4.62
233,236,Social Media Management,high,3.6
233,427,Digital Media and Marketing Principles,high,4.82
233,2114,Advanced Content and Social Tactics to Optimize SEO,high,3.64
233,1424,What is Social?,high,4.71
233,470,Intellectual Change in Early China: Warring States and Han,high,4.75
233,822,"Content, Advertising & Social IMC",high,3.86
233,1569,Fundamentals of Social Media Advertising,high,4.14
233,316,Building Web Applications in Django,low,1.64
233,2358,Management of International Development: Towards Agenda 2030,random,2.85
234,1840,Data-Driven Testing (via spreadsheet) with Selenium & TestNG,high,4.18
234,1630,NLP: Twitter Sentiment Analysis,low,2.77
234,1287,Introduction to Basic Game Development using Scratch,random,3.92
234,2662,Financial Markets and Investment Strategy Capstone,random,3.98
234,1141,BIM Fundamentals for Engineers,random,2.61
234,1022,Exploring Beethoven's Piano Sonatas Part 4,random,2.85
235,371,Creating Models using Smartpls,high,3.63
235,2448,Regression Modeling in Practice,high,3.98
235,748,Optimization of Topic Models using Grid Search Method,high,4.69
235,2058,Custom Prediction Routine on Google AI Platform,low,3.27
235,2123,A Business Approach to Sustainable Landscape Restoration,random,2.14
236,2656,Basic Statistics,high,4.06
236,2017,Advanced Linear Models for Data Science 2: Statistical Linear Models,high,4.29
236,354,Data Science Math Skills,high,4.41
236,542,Improving Your Statistical Questions,high,3.98
236,2534,Causal Inference,high,4.47
236,1592,An Intuitive Introduction to Probability,high,4.11
236,529,Bayesian Statistics: From Concept to Data Analysis,high,4.29
236,2503,"Probability Theory, Statistics and Exploratory Data Analysis",high,4.52
236,2857,Particle Dynamics,low,2.3
236,2015,Metagenomics applied to surveillance of pathogens and antimicrobial resistance,random,2.69
237,617,Foundations of marketing analytics,high,4.26
237,2873,Qualitative Data Analysis with MAXQDA Software,high,4.26
237,2237,Predictive Analytics for Business with H2O in R,high,4.15
237,1852,Becoming Part of the Globalised Workplace,low,2.14
237,708,Evaluate Machine Learning Models with Yellowbrick,random,4.12
237,2925,Mandarin Chinese 3: Chinese for Beginners,random,3.39
237,1824,Predict Housing Prices in R on Boston Housing Data,random,2.79
238,3405,Business intelligence and data analytics: Generate insights,high,4.58
238,1976,"Animals, Self, and Society",high,4.17
238,3120,Analysis of Algorithms,high,4.77
238,2910,Race and Cultural Diversity in American Life and History,low,2.52
238,265,Learn to Program: Crafting Quality Code,random,2.92
239,2147,Getting Started with SAS Programming,high,4.48
239,2175,Mastering Data Analysis in Excel,high,3.67
239,1099,Build Data Analysis tools using R and DPLYR,high,3.85
239,1366,Microeconomics Principles,high,3.82
239,2572,"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",high,4.36
239,1817,Key Success Factors in Supply Chain Finance,high,4.99
239,761,Introduction to Statistical Analysis:  Hypothesis Testing,high,5.0
239,367,Introduction to Probability and Data with R,high,4.56
239,701,Social Media Data Analytics,high,4.5
239,2756,Communicating Data Science Results,high,3.58
239,578,Geopolitics of Europe,low,1.97
239,973,Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),random,2.45
240,60,Lesson | Telephone Language,high,4.05
240,1994,English Composition I,high,4.23
240,3284,English for Common Interactions in the Workplace: Basic Level,high,4.11
240,872,Lesson | Business English Skills: Introducing Yourself in Business Settings,high,3.51
240,2516,Creating Interactive Learning Videos with Edpuzzle,high,4.6
240,1430,Getting Started with Essay Writing,high,3.87
240,129,Teaching Intermediate Grammar Project,high,4.4
240,1505,"Conjunctions, Connectives, and Adverb Clauses",high,5.0
240,71,Magna Carta and its Legacies: Freedom and protest,high,3.93
240,275,Statistical Mechanics: Algorithms and Computations,low,1.0
240,1271,Contemporary Russian Literature,random,2.8
241,1697,Software Design as an Element of the Software Development Lifecycle,high,4.74
241,2154,Learning Technologies Foundations and Applications,low,3.48
241,1682,Aerial Photography with UAV,random,2.14
241,3152,Starting GUI Programming with JavaFX,random,3.35
241,1677,Introduction to Business Analytics: Communicating with Data,random,2.67
241,3374,From Climate Science to Action,random,2.93
241,2356,Unleashing the Impact of your Social Enterprise,random,4.85
241,302,Serve Scikit-Learn Models for Deployment with BentoML,random,1.95
241,513,Create a Memory Puzzle Game in Python Using Pygame,random,3.18
241,1298,Cryptography,random,3.33
242,2147,Getting Started with SAS Programming,high,4.73
242,2184,Data for Machine Learning,high,4.34
242,3141,Understanding Clinical Research: Behind the Statistics,high,4.42
242,2178,"Technology Commercialization, Part 1: Setting up your Idea Filtering System",low,2.07
242,1411,Creative Writing: The Craft of Setting and Description,random,3.19
243,3325,Introduction to International Criminal Law,high,4.16
243,1121,International Humanitarian Law in Theory and Practice,high,4.55
243,1061,Understanding 9/11: Why 9/11 Happened & How Terrorism Affects Our World Today,high,4.15
243,2421,Security & Safety Challenges in a Globalized World,high,4.45
243,2062,RPA Lifecycle: Deployment and Maintenance,low,2.28
243,226,Reproducible Research,random,3.79
244,2748,How to Make Image Editing Selections in GIMP,high,4.28
244,1323,C++ Arrays and Loops,high,3.59
244,2673,"Constructivism and Mathematics, Science, and Technology Education",high,4.8
244,675,"The Music of the Rolling Stones, 1962-1974",low,1.76
244,663,Fundamentals of Immunology: Innate Immunity and B-Cell Function,random,2.54
245,1017,A Scientific Approach to Innovation Management,high,4.06
245,2064,Business Russian Communication. Part 1,high,4.85
245,1883,(Non) Status quo Attitudes with NetLogo,high,3.45
245,653,Business Model Innovation,high,5.0
245,243,"Urban Nature: Connecting Cities, Nature and Innovation",high,4.72
245,2883,Digitalization in International Relations,high,4.39
245,2578,Storytelling and influencing: Communicate with impact,high,4.28
245,2608,The Outcomes and Interventions of Health Informatics,low,2.47
245,2261,Building Machine Learning Pipelines in PySpark MLlib,random,3.36
246,797,Supply Chain Operations,high,4.56
246,3356,Operations Management: Analysis and Improvement Methods,high,4.52
246,2517,Introduction to Neurohacking In R,low,2.35
246,2186,Deep Learning in Computer Vision,random,2.86
246,382,Advanced Data Structures in Java,random,2.89
246,2059,Write Like Mozart: An Introduction to Classical Music Composition,random,2.86
246,2627,3D Graphics in Android: Sensors and VR,random,3.79
246,690,Understanding Financial Statements: Company Position,random,3.42
247,2018,Creating a Dynamic Web Application using RShiny,high,3.12
247,3222,AWS: Publish a NodeJS Website from Scratch,high,4.56
247,2309,Creating Advanced Reports with SAS Visual Analytics,low,2.42
247,168,Engagement & Nurture Marketing Strategies,random,2.99
247,3383,Greening the Economy: Sustainable Cities,random,2.73
247,116,Improving Classroom Management with Class Dojo,random,3.79
248,3280,English for Effective  Business Writing,high,4.68
248,2627,3D Graphics in Android: Sensors and VR,low,1.84
248,3159,Communication theory: bridging academia and practice,random,3.28
248,2362,Negotiation  Fundamentals,random,2.32
248,1084,Clinical Terminology for International and U.S. Students,random,2.03
249,2511,Introductory Human Physiology,high,4.05
249,56,Prediction and Control with Function Approximation,high,4.64
249,1133,Advanced SQL Retrieval Queries in SQLiteStudio,high,4.68
249,1683,Advanced Relational Database and SQL,high,4.51
249,1398,Build Your First React Website,high,4.59
249,1194,Building a Text-Based Bank in Java,low,2.61
249,2635,Basic Skills in Constructive Communication,random,2.55
250,1303,Containerize a full-stack NodeJS application in Docker,high,4.47
250,1024,"Cybersecurity Roles, Processes & Operating System Security",high,4.62
250,1542,G Suite Security,high,4.6
250,1232,Introduction to Cloud Computing,high,4.78
250,1053,Industrial IoT Markets and Security,high,4.58
250,3244,AWS Fundamentals: Addressing Security Risk,high,4.44
250,298,Data Processing Using Python,low,2.94
250,2826,IBM Customer Engagement Specialist Professional Certificate,random,2.98
251,1591,Product  and Service Development: Empathy  Mapping with Miro,high,3.95
251,2538,Compare Stock Returns with Google Sheets,high,4.23
251,1714,Promote the Ethical Use of Data-Driven Technologies,low,1.85
251,1985,Design Thinking for Innovation,random,2.53
252,1179,Compose and Program Music in Python using Earsketch,high,4.24
252,1461,Build Your Own iOS App,high,3.98
252,2386,Build Your First Android App (Project-Centered Course),high,4.18
252,425,"Capstone MOOC for ""Android App Development""",high,3.54
252,1422,Build a Python GUI with Tkinter,high,4.39
252,2729,Introduction to Clinical Data Science,high,4.3
252,3029,iOS App Development Basics,high,3.97
252,2743,Creating an Interactive Story with Flutter,high,4.56
252,1515,Create Your First Game with Python,high,4.68
252,1657,Agile Planning for Software Products,low,1.34
252,536,Python Programming: A Concise Introduction,random,2.47
253,612,Agile Meets Design Thinking,high,3.99
253,731,Managing an Agile Team,high,3.92
253,3386,Requirements Gathering for Secure Software Development,high,4.63
253,1380,Project: Creating Your First C++ Application,high,4.22
253,265,Learn to Program: Crafting Quality Code,high,4.19
253,716,Create Your First Python Program,high,3.5
253,2589,Population Health: Governance,high,4.55
253,1021,Create a Resume and Cover Letter with Google Docs,low,1.56
253,578,Geopolitics of Europe,random,3.04
254,163,Business Process Management in Healthcare Organizations,high,4.41
254,1192,Competitive Strategy,high,4.84
254,3312,The Business of Social,high,3.78
254,1597,Forecasting Models for Marketing Decisions,low,1.0
254,2523,Business Model Canvas,random,3.13
255,1567,Population Health: Panel Management Next Level,high,5.0
255,1192,Competitive Strategy,high,4.8
255,1871,Effective Problem-Solving and Decision-Making,high,4.38
255,3171,Engineering Project Management: Initiating and Planning,high,4.1
255,1487,Spatial Data Science and Applications,high,4.62
255,2282,Foundations of Everyday Leadership,high,3.91
255,928,The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy,high,4.49
255,3273,Digital Marketing Analytics in Practice,high,4.5
255,2131,Launch Strategy: 5 Steps to Capstone Experience,low,2.94
255,1917,Object Detection with Amazon Sagemaker,random,4.93
256,1601,Adjectives and Adjective Clauses,high,4.46
256,2804,"Dense Gases, Liquids and Solids",high,4.1
256,33,Advanced Speaking and Listening Project,high,4.29
256,60,Lesson | Telephone Language,high,3.59
256,1094,Introduction to Physical Chemistry,high,4.02
256,1349,The Science of the Solar System,high,4.14
256,1268,Advanced Chemistry,high,4.09
256,669,Sequence Models,high,4.36
256,551,Conversational English Skills,high,3.97
256,2417,Blockchain Platforms,low,2.97
256,1452,Blended Language Learning: Design and Practice for Teachers,random,3.0
257,74,Animals and Institutions,high,4.3
257,970,The Horse Course: Introduction to Basic Care and Management,high,4.17
257,2036,University Teaching,low,2.39
257,2450,Fundraising and Development Foundations,random,3.58
258,990,Startup: How to build a successful business?,high,3.95
258,2171,Fundamentals of Organization,high,4.04
258,139,Setting Expectations & Assessing Performance Issues,high,4.18
258,2553,Essentials of Entrepreneurship: Thinking & Action,high,3.76
258,565,Coaching Practices,high,3.97
258,1085,Innovations in Investment Technology: Artificial Intelligence,high,4.11
258,2943,Think Again III: How to Reason Inductively,high,4.65
258,2986,An Introduction to Consumer Neuroscience & Neuromarketing,low,2.46
258,1502,Foundations for Big Data Analysis with SQL,random,3.14
258,3136,Creating a Portfolio,random,3.6
258,1655,Introduction to the Orbital Perspective,random,2.9
259,87,Problem Solving Using Computational Thinking,high,4.46
259,1264,Multiplatform Mobile App Development with React Native,high,4.26
259,2312,Multiplatform Mobile App Development with NativeScript,high,4.41
259,818,Multiplatform Mobile App Development with Web Technologies: Ionic and Cordova,high,4.07
259,1602,Creative Programming for Digital Media & Mobile Apps,high,3.32
259,383,Introduction to Javascript: The Basics,high,4.25
259,2271,How To Create a Website in a Weekend! (Project-Centered Course),low,3.15
259,1185,Computer Architecture,random,3.65
259,302,Serve Scikit-Learn Models for Deployment with BentoML,random,3.68
260,2374,Introduction to Particle Accelerators (NPAP MOOC),high,4.79
260,2081,Organic Solar Cells - Theory and Practice,high,4.34
260,2001,Building Digital Media using Graphic Design in Google Slides,high,4.38
260,538,Performing Data Definition and Manipulation in SQL,high,4.05
260,324,"Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets",high,4.17
260,55,Intercultural Communication and Conflict Resolution,high,4.55
260,429,Introduction to solar cells,high,4.78
260,886,Multimodal Literacies: Communication and Learning in the Era of Digital Media,high,4.24
260,1619,Mathematics for Machine Learning: PCA,low,2.03
260,1533,English for Teaching Purposes,random,3.0
261,2762,Marketing Strategy Capstone Project,high,4.54
261,1342,Java Decision Programming,high,3.72
261,602,RESTful API with HTTP and JavaScript,high,3.38
261,785,Create a Google Ads Video Campaign,high,4.08
261,2597,C++ Decision Programming,high,3.81
261,1762,Internet of Things V2: Setting up and Using Cloud Services,high,4.1
261,945,Change Leadership: Developing Strategic Gap Analysis in Miro,high,4.24
261,166,"Sleep: Neurobiology, Medicine, and Society",low,2.03
261,186,Taxation of Business Entities II: Pass-Through Entities,random,4.02
262,558,"Interpersonal, Developmental, and Evolutionary Perspectives of the Mind",high,4.43
262,2930,Build a Data Science Web App with Streamlit and Python,high,4.42
262,1369,Getting Started with Google Sheets,low,2.67
262,3296,Analyzing Macro-Environmental Factors Using Creately,random,2.2
263,2562,Medical Diagnosis using Support Vector Machines,high,4.72
263,2169,Create a User Interface in Unity Part 2 - World-Space Canvas,high,4.27
263,1038,Handling Imbalanced Data Classification Problems,high,4.57
263,2871,"Reverse and complement nucleic acid sequences (DNA, RNA) using Python",high,3.87
263,2444,UI Design Capstone,high,3.68
263,905,Human-Centered Design: an Introduction,high,4.63
263,1493,Movie Recommendation System using Collaborative Filtering,high,4.45
263,3010,Building Recommendation System Using MXNET on AWS Sagemaker,high,3.94
263,3092,Introduction to User Experience Principles and Processes,high,3.95
263,672,Current-Mode Control,low,2.98
263,1613,"Coding for Designers, Managers, & Entrepreneurs III",random,2.17
264,2741,Build an App in Android Studio using onTouch,high,4.96
264,1379,Build a Guessing Game Application using Java,high,3.94
264,2278,Learn Object Oriented Programming With C++,high,4.56
264,3220,Chinese Politics Part 1 � China and Political Science,high,4.17
264,1792,Internet of Things: Sensing and Actuation From Devices,high,4.54
264,2925,Mandarin Chinese 3: Chinese for Beginners,high,4.08
264,2314,Roman Architecture,low,2.2
264,1227,From Idea to Startup,random,3.03
265,1280,"Philosophy, Science and Religion: Science and Philosophy",high,3.9
265,2154,Learning Technologies Foundations and Applications,high,4.6
265,2603,Science & Religion 101,high,4.09
265,2240,Big History - From the Big Bang until Today,high,4.21
265,3301,"Philosophy, Science and Religion: Religion and Science",high,3.9
265,2082,Religious Transformation in Early China: the Period of Division,high,3.28
265,2394,Create Docker Container with Flask Seaborn Regression Plot App,low,2.19
265,1260,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,random,4.69
265,3269,Supply Chain Analytics,random,3.55
265,2976,Federal Taxation II: Property Transactions of Business Owners and Shareholders,random,2.99
265,2824,AWS Fundamentals: Building Serverless Applications,random,2.82
266,2765,Cloud Computing Fundamentals on Alibaba Cloud,high,4.31
266,999,Google Cloud Platform Fundamentals for AWS Professionals,high,4.52
266,2700,Studying Cities: Social Science Methods for Urban Research,low,1.59
266,3209,Trading Algorithms,random,3.78
267,3215,Introduction to MongoDB,high,4.59
